x1,x2,y
7097,3483,10580
8719,5800,14519
7382,5829,13211
7153,3794,10947
8612,2097,10709
2638,9455,12093
1160,6906,8066
9502,9418,18920
9464,8081,17545
5412,4157,9569
3338,6588,9926
2601,6888,9489
4718,6546,11264
2925,9758,12683
3915,7898,11813
9443,6652,16095
4501,8274,12775
2602,8359,10961
1513,9633,11146
9192,7501,16693
1902,6719,8621
9148,3321,12469
1855,2017,3872
6279,8712,14991
5680,8072,13752
7624,1195,8819
5694,5651,11345
7991,3697,11688
2057,6207,8264
3792,1420,5212
3814,3840,7654
2031,8639,10670
2491,5975,8466
5947,1509,7456
2859,6061,8920
2858,6607,9465
3065,3966,7031
7773,8892,16665
5442,4204,9646
1575,1198,2773
8423,2365,10788
8834,2998,11832
6350,7444,13794
2016,4618,6634
1025,4724,5749
4458,7593,12051
9662,8280,17942
9069,5746,14815
8589,7978,16567
4041,8765,12806
6404,1571,7975
9796,5980,15776
9573,2236,11809
3380,8177,11557
2517,2533,5050
6887,8859,15746
4489,5642,10131
3150,6319,9469
4766,5960,10726
7061,6857,13918
5487,8750,14237
2077,2300,4377
7649,8181,15830
9138,3529,12667
4260,1363,5623
1845,4032,5877
2327,9583,11910
4255,6136,10391
8108,4237,12345
6668,7312,13980
9956,6465,16421
1498,7062,8560
3944,8952,12896
6856,8838,15694
7077,1135,8212
5033,7700,12733
5113,7546,12659
9396,5594,14990
1561,6400,7961
8333,4314,12647
4960,3211,8171
3371,7974,11345
3681,3806,7487
3255,7382,10637
5899,4159,10058
6656,2452,9108
3322,8097,11419
2768,7096,9864
6185,2169,8354
5710,7590,13300
1386,3430,4816
2405,1123,3528
4997,6909,11906
4896,9066,13962
1727,8039,9766
8715,4670,13385
2141,5031,7172
9550,4742,14292
3844,3211,7055
1972,1360,3332
3632,4190,7822
5948,2624,8572
2756,8818,11574
6119,7026,13145
9432,7975,17407
1975,5318,7293
6923,3313,10236
1787,3428,5215
9747,7664,17411
8483,2363,10846
4959,9781,14740
2749,7671,10420
1540,8634,10174
9482,4935,14417
4958,4859,9817
9050,6331,15381
9199,2657,11856
7185,5428,12613
8237,2039,10276
3116,9876,12992
5018,8546,13564
2824,4534,7358
7670,9254,16924
9452,4571,14023
4192,5953,10145
5275,1354,6629
6029,3774,9803
1588,1604,3192
9365,1353,10718
6434,1433,7867
9450,1867,11317
9787,6764,16551
1393,4754,6147
5370,5521,10891
8699,5578,14277
9405,3126,12531
9330,5193,14523
4960,1663,6623
3832,5574,9406
7371,8624,15995
7292,6177,13469
9353,8006,17359
4178,6546,10724
5490,5896,11386
1185,5653,6838
2980,5541,8521
8808,1829,10637
4519,9008,13527
6909,2225,9134
6774,3844,10618
8347,3733,12080
5420,4996,10416
2688,3447,6135
1867,7952,9819
7084,9431,16515
6305,9239,15544
5049,4457,9506
4228,2248,6476
2167,4490,6657
2897,3179,6076
6955,3720,10675
2943,6912,9855
8686,4696,13382
3825,9414,13239
2746,1529,4275
7384,9325,16709
5486,1101,6587
4723,3728,8451
3545,3558,7103
7846,1948,9794
5936,3053,8989
1193,9933,11126
8304,3959,12263
9174,3923,13097
4239,4865,9104
9229,5566,14795
7595,6609,14204
4213,6108,10321
2783,9294,12077
6830,6831,13661
1041,7209,8250
2061,4689,6750
8595,7807,16402
4997,1325,6322
8205,2120,10325
1107,7294,8401
6193,8224,14417
9526,3039,12565
1803,1766,3569
4527,3306,7833
2488,5129,7617
3373,4309,7682
7834,6735,14569
5834,7990,13824
4983,4768,9751
2504,7793,10297
3450,3033,6483
9002,7019,16021
2307,1975,4282
5939,4733,10672
9551,3223,12774
1484,2428,3912
3080,1695,4775
7300,5660,12960
1201,9265,10466
9287,4477,13764
3202,8490,11692
9449,7317,16766
5425,6350,11775
3806,8163,11969
1185,9070,10255
9334,8050,17384
9831,3074,12905
8654,1201,9855
6710,4165,10875
3102,2571,5673
6125,7697,13822
6169,3159,9328
2329,4613,6942
9652,9998,19650
4699,7027,11726
3273,9250,12523
5823,8075,13898
1497,7959,9456
7210,8126,15336
4976,7420,12396
2607,9912,12519
2274,1690,3964
5023,8247,13270
4437,3355,7792
6581,1749,8330
4051,8763,12814
4564,6758,11322
2704,7074,9778
3377,9019,12396
6274,4231,10505
7409,3215,10624
7288,7329,14617
1885,1864,3749
7917,4054,11971
9977,9648,19625
9536,1553,11089
6116,8683,14799
1787,9896,11683
5907,8190,14097
1814,9335,11149
3777,4766,8543
5958,4825,10783
2216,5470,7686
7772,8717,16489
9747,1862,11609
7217,6938,14155
3355,3395,6750
9667,1524,11191
1561,9167,10728
9113,8416,17529
5664,2205,7869
3238,2160,5398
6239,7974,14213
1071,1754,2825
8298,7600,15898
9152,9243,18395
3621,4190,7811
4948,2287,7235
6358,8518,14876
8036,5780,13816
2772,4902,7674
6726,7200,13926
4138,8213,12351
3416,8051,11467
2584,2046,4630
7984,3165,11149
6719,8222,14941
2176,7411,9587
9074,4288,13362
2315,1892,4207
6169,9298,15467
4080,9936,14016
7466,9813,17279
6090,5240,11330
1411,9305,10716
3446,4346,7792
1085,8749,9834
5142,8087,13229
8368,6834,15202
1803,7719,9522
7085,5182,12267
1264,4093,5357
5798,9143,14941
1325,2206,3531
2440,6184,8624
9746,6136,15882
9140,6819,15959
9069,3036,12105
6560,4629,11189
9963,6314,16277
3456,9662,13118
2370,8629,10999
9863,2174,12037
1110,4559,5669
7692,4233,11925
2472,5872,8344
5753,2833,8586
6928,9645,16573
7816,1740,9556
8256,3380,11636
4680,3401,8081
8177,3006,11183
2409,2762,5171
1909,1760,3669
7638,6612,14250
4240,1530,5770
3560,3177,6737
6103,8706,14809
2537,3781,6318
1946,6257,8203
6097,3511,9608
3188,7063,10251
1881,2847,4728
7599,2975,10574
7577,6726,14303
5568,8163,13731
7582,9689,17271
3216,6701,9917
9017,3608,12625
5809,7345,13154
1178,8771,9949
8971,2929,11900
3548,5834,9382
1111,8948,10059
1714,7034,8748
2381,4127,6508
8483,2208,10691
1036,2828,3864
4341,8006,12347
8675,6347,15022
8890,1809,10699
5118,2526,7644
1495,1424,2919
3747,2982,6729
2468,8728,11196
7770,2233,10003
9756,4019,13775
2304,9034,11338
1132,1448,2580
7407,1849,9256
6357,4962,11319
5854,2539,8393
2899,3944,6843
5957,6943,12900
4244,7336,11580
9706,2591,12297
8953,8855,17808
8795,9275,18070
4742,3127,7869
2601,2222,4823
6690,2842,9532
9058,6565,15623
5488,9200,14688
7950,9906,17856
2927,9301,12228
5929,9457,15386
6492,4223,10715
7127,6071,13198
1954,8050,10004
2574,7668,10242
8095,8720,16815
4255,2058,6313
2957,7648,10605
5944,6058,12002
3519,8913,12432
3570,8450,12020
4887,8703,13590
7417,1744,9161
7420,4514,11934
3930,6537,10467
7713,1175,8888
1565,4217,5782
5357,6973,12330
6802,8034,14836
1947,9776,11723
4355,6251,10606
4191,6847,11038
7716,1531,9247
2231,2697,4928
4370,2545,6915
2437,9562,11999
5504,6502,12006
8608,6997,15605
6566,8786,15352
9808,5166,14974
5014,3256,8270
5354,4310,9664
8399,1931,10330
3329,1393,4722
3465,4277,7742
6430,8002,14432
9817,6988,16805
8509,6932,15441
3781,2639,6420
9973,3274,13247
3480,7799,11279
9547,5674,15221
4522,7104,11626
6819,1163,7982
7922,4381,12303
3064,7589,10653
8447,4984,13431
4887,1339,6226
5821,4781,10602
4590,6130,10720
8691,8315,17006
8733,6049,14782
5704,1638,7342
8709,6143,14852
2224,5245,7469
6423,7607,14030
8407,9073,17480
9152,9859,19011
6768,3374,10142
5090,2015,7105
1335,1080,2415
3134,1257,4391
1184,7841,9025
1122,9056,10178
8263,5700,13963
7658,4514,12172
6633,7077,13710
2394,3352,5746
6961,4944,11905
7405,1490,8895
2054,1701,3755
3934,6387,10321
7037,5695,12732
9271,9843,19114
1416,6566,7982
6173,6999,13172
4866,9937,14803
3002,1239,4241
2944,7561,10505
6867,4194,11061
8733,7359,16092
8587,5804,14391
2353,3880,6233
1679,9678,11357
4620,5314,9934
7864,2484,10348
1690,9083,10773
7125,7668,14793
3347,4708,8055
7376,8930,16306
1637,6866,8503
7793,4008,11801
8216,8372,16588
6600,2399,8999
9003,2505,11508
6842,9441,16283
6320,9727,16047
7443,4549,11992
7952,9649,17601
3738,4369,8107
5135,8983,14118
4411,6635,11046
5069,7251,12320
4185,4238,8423
9452,6737,16189
3573,7853,11426
1125,2306,3431
3101,1135,4236
8311,2459,10770
5231,8656,13887
1812,8900,10712
8568,1870,10438
9826,1668,11494
2293,9460,11753
9673,4390,14063
9294,6549,15843
5887,5334,11221
6684,7750,14434
3235,5983,9218
8752,6019,14771
9041,3577,12618
1675,3439,5114
6587,6945,13532
5767,8004,13771
8728,7609,16337
5934,4648,10582
8131,2312,10443
5099,2654,7753
7018,2285,9303
8852,9726,18578
8046,6180,14226
2379,1645,4024
9215,6412,15627
5652,7834,13486
5451,7103,12554
8084,5124,13208
1364,3655,5019
9600,8433,18033
2314,6272,8586
1218,5703,6921
6131,2539,8670
4433,2602,7035
3704,6064,9768
4648,2105,6753
6736,6812,13548
3488,9808,13296
3418,1027,4445
9207,9524,18731
8977,5661,14638
5549,4953,10502
5261,9123,14384
5973,9436,15409
2356,4467,6823
7964,8067,16031
2745,4879,7624
4777,3115,7892
7257,3267,10524
3267,8086,11353
5481,8465,13946
1929,8773,10702
4324,5587,9911
1356,5310,6666
5064,6499,11563
4841,6333,11174
7671,8059,15730
1665,7853,9518
1553,9519,11072
8045,8283,16328
1149,3853,5002
3736,1956,5692
6180,9607,15787
3645,4774,8419
6013,1084,7097
2935,7749,10684
2501,7569,10070
3473,1735,5208
3838,3562,7400
4906,2272,7178
5836,2862,8698
5226,1542,6768
7209,3765,10974
8268,1884,10152
4649,7890,12539
4571,4933,9504
6856,4666,11522
9566,1557,11123
7040,2128,9168
2360,6420,8780
6349,3625,9974
1057,9503,10560
6848,3737,10585
6493,4877,11370
3282,7786,11068
6508,2431,8939
2775,5207,7982
5385,7351,12736
4974,6905,11879
5677,5465,11142
9411,4302,13713
7945,3302,11247
7285,5966,13251
4726,3042,7768
9714,3998,13712
8971,1909,10880
5133,2880,8013
3560,8527,12087
6696,4072,10768
5476,5489,10965
5491,9736,15227
7855,8401,16256
4097,4505,8602
2084,1552,3636
6560,2153,8713
6473,3245,9718
2686,6835,9521
1693,8538,10231
9091,6835,15926
9689,7794,17483
9804,9567,19371
1805,1920,3725
4604,2443,7047
8048,2545,10593
2210,7212,9422
5687,6310,11997
1913,3780,5693
9581,8732,18313
5987,4625,10612
8326,3570,11896
4737,3779,8516
9530,2976,12506
1794,2722,4516
1898,1102,3000
8453,3032,11485
7172,2534,9706
8197,5570,13767
7706,1434,9140
9246,9503,18749
8256,7461,15717
5083,6996,12079
5852,3512,9364
6528,2263,8791
6951,3747,10698
8280,2093,10373
4763,8351,13114
1232,3101,4333
3028,7233,10261
8926,2929,11855
9599,4340,13939
2977,3413,6390
9026,6418,15444
7025,5937,12962
4597,2378,6975
1620,1929,3549
7544,8572,16116
6826,1974,8800
2689,5671,8360
7920,7776,15696
9917,9353,19270
8784,1658,10442
3897,6668,10565
7225,3542,10767
4205,5044,9249
4433,7711,12144
8384,1877,10261
2091,4059,6150
8007,6262,14269
8513,2674,11187
3826,4052,7878
1313,9921,11234
1383,6884,8267
2812,3324,6136
6248,4429,10677
4291,8173,12464
5846,7767,13613
1227,7073,8300
6704,9203,15907
8765,2522,11287
1691,2739,4430
2525,1069,3594
7251,4123,11374
5724,8649,14373
2287,9767,12054
5954,1744,7698
7275,5576,12851
6076,1941,8017
6050,1767,7817
3438,9819,13257
1376,1089,2465
7066,6575,13641
3655,2515,6170
4017,8811,12828
8343,2573,10916
6597,4926,11523
4796,9823,14619
2232,3264,5496
3047,1535,4582
8884,7881,16765
8378,4097,12475
4073,2025,6098
3051,4621,7672
5563,9392,14955
5403,4323,9726
4358,7141,11499
6017,7435,13452
8321,3971,12292
9777,4345,14122
6816,5604,12420
4424,5100,9524
9551,4477,14028
8182,8440,16622
5658,3812,9470
1044,1633,2677
7804,3768,11572
9785,8875,18660
2926,1856,4782
6988,9743,16731
8847,5138,13985
5274,1606,6880
9863,6022,15885
1016,6734,7750
3873,8765,12638
6149,6311,12460
3484,7322,10806
9807,7777,17584
4205,5407,9612
4807,9716,14523
4173,2473,6646
4338,5557,9895
3412,3151,6563
4182,9619,13801
9162,5564,14726
2014,2604,4618
1869,7913,9782
3727,3852,7579
3608,2273,5881
8649,2955,11604
9778,9392,19170
5549,9302,14851
9100,3911,13011
6868,6663,13531
1554,9298,10852
4336,7369,11705
3534,3226,6760
4293,1166,5459
4624,3347,7971
2404,7178,9582
3774,9760,13534
4739,9018,13757
5464,8741,14205
8636,9020,17656
8288,5094,13382
3930,1763,5693
4450,4395,8845
4719,5801,10520
9412,2861,12273
1109,7549,8658
9890,6529,16419
9299,9580,18879
9616,3494,13110
8732,6759,15491
2527,3026,5553
2855,9638,12493
2597,9401,11998
1848,6958,8806
4529,2918,7447
9768,6761,16529
1688,9981,11669
7306,6072,13378
2355,2687,5042
9541,5350,14891
7501,7086,14587
5208,7667,12875
1990,6290,8280
2376,8247,10623
8202,9755,17957
7304,3887,11191
7681,8613,16294
2340,8972,11312
1094,4296,5390
6898,3692,10590
5161,9126,14287
4281,2497,6778
8053,7714,15767
8657,9003,17660
8691,9106,17797
1201,2498,3699
4086,3590,7676
8125,8860,16985
6408,2948,9356
4963,1693,6656
6363,6887,13250
8734,6717,15451
6293,5051,11344
3291,3698,6989
2041,2557,4598
2207,4621,6828
4352,8455,12807
2678,9972,12650
7752,1945,9697
4428,8973,13401
8168,9739,17907
3984,3590,7574
2797,6043,8840
3257,3197,6454
9222,9803,19025
5397,3912,9309
9874,9448,19322
7152,8172,15324
3894,4185,8079
9968,3732,13700
9923,6324,16247
8849,9294,18143
2083,6205,8288
5862,4070,9932
9563,9870,19433
1201,1088,2289
7299,9379,16678
6171,2554,8725
6599,9421,16020
1054,5366,6420
5031,4140,9171
9078,2552,11630
8795,6271,15066
1115,4613,5728
7372,9551,16923
9219,4837,14056
4533,6831,11364
6963,2294,9257
6970,8550,15520
3075,8366,11441
6207,6817,13024
2778,1373,4151
8557,2573,11130
7026,5444,12470
1787,2545,4332
9561,5374,14935
6447,5055,11502
1606,3576,5182
7569,5124,12693
6051,1322,7373
1583,6389,7972
9847,5881,15728
9414,3122,12536
8699,8796,17495
3220,6123,9343
4550,6779,11329
5928,1166,7094
7443,9309,16752
7655,8342,15997
3206,2250,5456
5006,5558,10564
3151,6077,9228
3297,3614,6911
2879,9788,12667
1620,7698,9318
6507,9262,15769
2803,8116,10919
5533,2925,8458
2037,4183,6220
9676,5264,14940
5898,9437,15335
7121,6789,13910
4371,2350,6721
9721,6714,16435
4814,8147,12961
7485,4625,12110
9951,9117,19068
9989,1531,11520
5137,1598,6735
8428,9497,17925
5904,3909,9813
1678,4384,6062
9922,3025,12947
5228,3766,8994
3098,7761,10859
1391,4784,6175
7666,4837,12503
2685,7497,10182
3914,8116,12030
4726,5951,10677
7058,8655,15713
5610,8821,14431
2084,8583,10667
2317,7880,10197
3349,8337,11686
3693,8208,11901
7881,4722,12603
4693,5392,10085
8224,8802,17026
6717,4134,10851
3598,5052,8650
4824,4520,9344
2249,7586,9835
8843,3074,11917
3504,3014,6518
5944,1948,7892
1106,5692,6798
9346,4240,13586
9987,6303,16290
2634,2532,5166
8608,2440,11048
4646,6599,11245
2615,8994,11609
7296,3598,10894
4530,8590,13120
3327,7565,10892
8767,2976,11743
2835,5899,8734
1354,5473,6827
4195,9345,13540
1906,8198,10104
2620,5418,8038
9523,5338,14861
1429,6301,7730
3423,9272,12695
2573,9035,11608
1419,1466,2885
6176,4393,10569
8433,8394,16827
3035,9995,13030
2632,2984,5616
8121,1003,9124
8477,6998,15475
1602,8256,9858
9692,7714,17406
9376,4251,13627
4147,9144,13291
1054,3910,4964
2870,4348,7218
2601,6767,9368
6830,9120,15950
8043,3090,11133
6480,7370,13850
6182,1170,7352
3809,7993,11802
8929,7711,16640
4991,8135,13126
1826,1129,2955
2417,7798,10215
7773,2407,10180
6136,9785,15921
2037,8546,10583
6903,1022,7925
7287,2405,9692
7467,2194,9661
9767,8923,18690
2606,9643,12249
9316,7250,16566
2683,9621,12304
3751,8504,12255
8663,9553,18216
9623,3722,13345
6639,4223,10862
6441,8381,14822
6184,1269,7453
8704,7115,15819
8298,5533,13831
2042,2641,4683
7603,4297,11900
8055,2383,10438
4996,1014,6010
2674,6099,8773
4617,9099,13716
7557,6474,14031
2480,8698,11178
4046,8363,12409
6957,5210,12167
6471,1975,8446
2685,3083,5768
2686,5158,7844
7809,9700,17509
1187,3782,4969
5188,5100,10288
3072,7651,10723
1097,7805,8902
4464,2787,7251
8763,6404,15167
1683,2132,3815
6877,7198,14075
4836,2041,6877
6889,1854,8743
6738,3026,9764
6365,3550,9915
8089,1239,9328
1489,2036,3525
7132,5780,12912
8909,4269,13178
7122,6710,13832
2767,5708,8475
9353,9847,19200
4006,2256,6262
8077,6351,14428
1749,1708,3457
7416,7950,15366
9657,2713,12370
8936,9308,18244
1195,5714,6909
2274,4709,6983
1338,7761,9099
4511,5275,9786
2656,7762,10418
9834,6273,16107
9810,2169,11979
9443,9173,18616
1301,2566,3867
8816,3210,12026
8230,9803,18033
7588,2943,10531
9265,5637,14902
9348,6385,15733
1255,4110,5365
6032,7261,13293
3417,3256,6673
3634,2891,6525
4464,8426,12890
2970,4953,7923
6818,7771,14589
7748,6003,13751
1648,9720,11368
3101,1418,4519
3352,6775,10127
9276,8691,17967
2751,3657,6408
7123,6524,13647
3351,9071,12422
2289,3702,5991
9835,3905,13740
5669,3922,9591
7654,3021,10675
4624,7344,11968
8778,1136,9914
5225,4140,9365
3587,7669,11256
3605,6004,9609
9400,8504,17904
4810,7080,11890
8408,5153,13561
4376,2368,6744
8809,4800,13609
2037,1992,4029
8312,5510,13822
1393,9005,10398
4686,1357,6043
5004,2181,7185
7817,3065,10882
7871,4129,12000
1154,9678,10832
7294,3415,10709
2070,3254,5324
9042,8807,17849
7840,7713,15553
3190,8264,11454
9382,9331,18713
8398,3972,12370
2514,4970,7484
5719,2345,8064
2917,8641,11558
9644,2611,12255
3078,3064,6142
8379,6779,15158
8150,1353,9503
6718,4636,11354
7044,1711,8755
5272,2429,7701
7444,4420,11864
3068,8159,11227
5806,7844,13650
9343,4231,13574
3906,4551,8457
5191,4423,9614
5057,6194,11251
4665,5735,10400
7389,8882,16271
6289,8798,15087
4408,2161,6569
2259,5090,7349
6690,3981,10671
9065,4554,13619
3389,9158,12547
2014,6729,8743
4713,2492,7205
8585,5122,13707
1454,1917,3371
7723,9205,16928
7241,5374,12615
7059,1489,8548
1984,1960,3944
9050,2782,11832
6983,2869,9852
3644,7838,11482
5345,6702,12047
9075,8630,17705
6902,7032,13934
2825,4110,6935
4770,1029,5799
9958,9806,19764
3121,4009,7130
4819,8739,13558
9215,5059,14274
3910,2970,6880
7655,5767,13422
9762,2242,12004
1712,3866,5578
7153,6587,13740
9827,8713,18540
7861,2297,10158
1357,6102,7459
1240,7854,9094
2826,9115,11941
4558,4860,9418
5447,5139,10586
1137,4734,5871
2967,7579,10546
5849,9334,15183
8167,6942,15109
8466,7405,15871
6515,9051,15566
3019,7174,10193
8092,3849,11941
2192,3355,5547
3506,1333,4839
3562,2795,6357
1253,4657,5910
8502,4237,12739
4331,2027,6358
3166,1469,4635
8660,8905,17565
6983,2093,9076
5789,3912,9701
6489,1180,7669
5142,4623,9765
5729,6259,11988
9029,5684,14713
8854,4632,13486
6973,7417,14390
2562,2413,4975
7504,2017,9521
4654,7842,12496
9949,7098,17047
9812,4584,14396
1181,7829,9010
3667,7173,10840
6421,3364,9785
6516,4305,10821
3215,1125,4340
3620,5215,8835
2451,6547,8998
7703,8369,16072
4130,1696,5826
3270,9501,12771
4411,4718,9129
7717,5920,13637
3044,2116,5160
2156,1988,4144
6587,2828,9415
8872,7088,15960
3345,4005,7350
5435,7628,13063
1076,6752,7828
3562,2572,6134
8087,6970,15057
8952,7609,16561
9056,4111,13167
3737,6404,10141
5649,4868,10517
4137,8824,12961
7136,8799,15935
4486,2002,6488
9614,9763,19377
8906,6359,15265
5530,2633,8163
7669,2753,10422
9659,7353,17012
9264,1146,10410
8507,1316,9823
9797,9766,19563
2177,4422,6599
3594,9503,13097
1764,8836,10600
7277,1435,8712
4351,3930,8281
1134,5618,6752
9995,3366,13361
4415,2006,6421
8908,5691,14599
8669,8829,17498
2896,4065,6961
3748,7692,11440
3661,3978,7639
7949,7375,15324
7459,7107,14566
7501,3661,11162
7165,9210,16375
4358,1275,5633
5078,5754,10832
5698,1364,7062
1794,7795,9589
6870,1589,8459
5294,5313,10607
9932,5745,15677
8377,9861,18238
2437,5033,7470
2893,8519,11412
2842,7244,10086
1326,3400,4726
9106,5278,14384
5550,8500,14050
5015,6452,11467
5306,9242,14548
8826,7783,16609
4557,1153,5710
9773,1787,11560
5886,4381,10267
8566,7277,15843
3267,5258,8525
1970,9839,11809
1945,6618,8563
9191,2495,11686
3047,3886,6933
6188,5158,11346
9924,4461,14385
7733,2657,10390
6043,7360,13403
1478,4953,6431
9428,5043,14471
1597,9356,10953
3324,8299,11623
1569,4328,5897
1140,9877,11017
9878,4280,14158
3763,4590,8353
3038,2074,5112
6622,3225,9847
8523,1363,9886
3030,7685,10715
7465,7791,15256
7157,1617,8774
6437,2982,9419
6710,1193,7903
9164,5458,14622
2119,7911,10030
7540,1526,9066
8154,5879,14033
6845,8971,15816
3673,8760,12433
8197,6101,14298
4526,4849,9375
2634,1093,3727
4366,8716,13082
3946,1088,5034
3550,7137,10687
7357,2445,9802
5621,7335,12956
2830,7785,10615
8391,1554,9945
3434,9872,13306
7919,6593,14512
1202,8153,9355
5542,9010,14552
1828,8170,9998
3022,9294,12316
5211,5954,11165
5087,9295,14382
7785,9998,17783
8166,5655,13821
3074,9718,12792
7918,4436,12354
6048,9489,15537
5872,1360,7232
5599,7731,13330
3077,3173,6250
5691,2389,8080
8962,6971,15933
4514,9454,13968
3919,1001,4920
2933,1393,4326
9497,1529,11026
5623,9862,15485
5068,8507,13575
7495,7953,15448
6053,3672,9725
2713,5044,7757
1635,6134,7769
7619,8445,16064
7602,1037,8639
4775,5085,9860
9710,6120,15830
7744,2041,9785
5715,2394,8109
3869,4676,8545
4721,6690,11411
6818,1234,8052
4140,9638,13778
9199,1999,11198
2334,9325,11659
9247,6088,15335
6479,7090,13569
2111,9335,11446
3916,7799,11715
3103,9811,12914
6125,7590,13715
3921,5734,9655
4373,7754,12127
1836,7707,9543
6312,4822,11134
7153,1804,8957
2075,5452,7527
2663,8428,11091
3053,3420,6473
3528,5317,8845
8977,9706,18683
8227,9412,17639
1227,3337,4564
1955,2497,4452
2978,2529,5507
3662,7433,11095
8445,5284,13729
2201,8131,10332
1759,6573,8332
6161,5289,11450
6446,5258,11704
5371,2665,8036
7918,7623,15541
9651,8432,18083
7682,7228,14910
6827,6435,13262
8636,2365,11001
8344,4201,12545
5752,7091,12843
7614,2521,10135
8521,7559,16080
2623,9873,12496
4134,6820,10954
5994,5696,11690
2867,3823,6690
7106,1168,8274
8787,9630,18417
5909,9027,14936
5681,6137,11818
9331,6234,15565
1224,9749,10973
7582,2573,10155
9577,9712,19289
7763,6217,13980
4142,4501,8643
2499,7687,10186
6245,2744,8989
3039,9311,12350
4857,5950,10807
8087,7031,15118
2743,4541,7284
4616,4894,9510
2724,7227,9951
5062,8847,13909
5281,9263,14544
3200,3143,6343
4181,3875,8056
7520,2096,9616
9915,7918,17833
9148,4214,13362
8749,6564,15313
3871,5489,9360
5607,7764,13371
6834,4399,11233
6378,2857,9235
8604,8731,17335
3396,3261,6657
2312,3305,5617
6507,3741,10248
4336,8480,12816
6159,1997,8156
7353,3319,10672
4207,9790,13997
4581,4086,8667
8166,1721,9887
2154,8167,10321
1016,8097,9113
3232,2446,5678
6774,4083,10857
9271,7952,17223
8841,6391,15232
9964,8914,18878
1482,6681,8163
8437,6203,14640
4361,6947,11308
4534,2872,7406
8258,6982,15240
4505,4320,8825
3728,1954,5682
2595,3288,5883
7845,8663,16508
7936,1743,9679
2494,7606,10100
7944,8208,16152
1207,2083,3290
3412,4311,7723
7751,8957,16708
9588,1208,10796
8548,9624,18172
3656,6850,10506
3436,6393,9829
1133,8233,9366
1638,2228,3866
5019,3196,8215
1975,7121,9096
2028,1525,3553
3327,3546,6873
1835,3483,5318
3734,8304,12038
5049,9323,14372
1392,3466,4858
2225,3705,5930
1461,4985,6446
1151,2785,3936
7242,9145,16387
7356,8310,15666
7845,4460,12305
2836,6743,9579
7278,2493,9771
2548,9976,12524
6163,6704,12867
7404,7688,15092
4651,3063,7714
3020,5757,8777
6923,8353,15276
9216,9209,18425
1569,6112,7681
2355,9056,11411
1830,6131,7961
6402,1834,8236
5952,1969,7921
1592,1254,2846
3661,9794,13455
2839,6905,9744
3431,8756,12187
6353,1965,8318
2737,1484,4221
8941,9202,18143
7251,3027,10278
6213,8990,15203
7227,7981,15208
9796,1968,11764
1436,2809,4245
7546,9107,16653
6505,6257,12762
5909,9484,15393
1461,4233,5694
6202,3939,10141
1088,2663,3751
4301,6137,10438
7029,1421,8450
4749,5971,10720
7845,5433,13278
1265,3850,5115
2378,7503,9881
8157,5416,13573
1849,5814,7663
4764,8379,13143
4274,1716,5990
6080,1895,7975
3543,8771,12314
5637,9066,14703
4553,2349,6902
3986,8196,12182
3122,9689,12811
9046,9913,18959
2363,1307,3670
3751,8782,12533
2264,6339,8603
8503,6848,15351
1493,3021,4514
2747,6087,8834
4302,8127,12429
6022,7155,13177
7409,6254,13663
9948,5354,15302
4453,3516,7969
7069,8374,15443
9838,6208,16046
1194,5291,6485
7210,6130,13340
1321,7705,9026
2702,1830,4532
9380,6606,15986
1091,4877,5968
3336,8676,12012
2580,9366,11946
6792,8746,15538
1473,1269,2742
7550,1693,9243
2415,3083,5498
2235,4967,7202
9325,5785,15110
7125,7634,14759
6968,1840,8808
6083,2461,8544
5934,4472,10406
8163,7575,15738
5843,8739,14582
3509,7022,10531
3038,2850,5888
8432,9926,18358
3453,4016,7469
7625,8404,16029
5003,3313,8316
5623,4163,9786
8186,8015,16201
8782,6214,14996
9621,7938,17559
3988,6156,10144
6512,3350,9862
4988,3870,8858
7487,3910,11397
5613,3864,9477
2017,5690,7707
9373,7759,17132
3451,2952,6403
5700,9454,15154
7213,1660,8873
2315,8381,10696
3919,3072,6991
6442,3019,9461
7625,1815,9440
5777,5734,11511
4629,3753,8382
7505,5685,13190
1201,2004,3205
2312,3025,5337
4133,5221,9354
7192,4671,11863
5941,2604,8545
2902,5588,8490
9160,3349,12509
6059,8928,14987
8120,5364,13484
5719,7243,12962
9081,3677,12758
1547,9550,11097
4361,2924,7285
6243,5647,11890
7681,3701,11382
1421,1335,2756
1056,4950,6006
8055,4147,12202
4537,7428,11965
1721,1385,3106
3817,8426,12243
8115,1259,9374
5488,9791,15279
8536,4255,12791
5048,9947,14995
4157,1476,5633
6283,3359,9642
8405,9024,17429
2261,7323,9584
6937,2582,9519
2498,9940,12438
9722,3209,12931
5063,8228,13291
6666,9681,16347
9196,9267,18463
6372,7150,13522
1472,1837,3309
9794,2186,11980
7461,2481,9942
8699,8332,17031
1231,1327,2558
7381,6239,13620
1949,8038,9987
9048,3297,12345
2307,9389,11696
3779,8318,12097
4336,6335,10671
9407,8502,17909
8526,2649,11175
3862,9801,13663
1917,9353,11270
5137,8347,13484
6449,6682,13131
3811,4421,8232
5215,3721,8936
9314,4253,13567
1788,1256,3044
5025,6956,11981
7741,4654,12395
8660,4251,12911
6268,8176,14444
8562,9799,18361
5426,4927,10353
6326,3152,9478
9738,8888,18626
6474,1488,7962
2822,8760,11582
